,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,first_review,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month
8285,121814318,2017-03-21,within an hour,1.0,0.57,t,2.0,t,t,Sant Antoni,Eixample,Private room,1,1.0,1.0,1.0,59.0,31,1125,t,30,2020-07-31,4.75,f,2,0.21
8287,567180,2011-05-08,within a few hours,0.88,0.98,f,19.0,t,f,la Sagrada Familia,Eixample,Entire home/apt,8,2.0,4.0,7.0,343.0,2,1125,f,0,2020-03-11,4.54,f,19,0.64
8296,47171261,2015-10-22,within an hour,0.97,0.99,f,125.0,t,t,el Poblenou,Sant Marti,Entire home/apt,3,2.0,2.0,2.0,112.0,32,230,t,0,2020-04-04,4.0,t,76,0.17
8297,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,4,1.0,3.0,3.0,177.0,1,1125,t,30,2023-02-19,5.0,f,159,0.15
8298,1744516,2012-02-13,within an hour,0.98,0.96,f,50.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,3,1.0,1.0,1.0,36.0,32,1125,t,29,2020-05-01,4.2,f,32,0.25
8300,18755624,2014-07-23,within an hour,1.0,1.0,f,1.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,68.0,32,320,t,0,2020-02-19,5.0,f,1,0.12
8301,172875552,2018-02-11,within an hour,1.0,0.92,t,4.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,65.0,31,1125,t,7,2021-06-08,4.9,f,2,0.37
8303,321268305,2019-12-26,within a few hours,1.0,0.89,t,5.0,t,t,el Fort Pienc,Eixample,Private room,1,2.0,2.0,2.0,20.0,32,190,t,0,2020-03-12,5.0,f,4,0.16
8304,28850768,2015-03-06,within an hour,1.0,0.91,f,8.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,10,5.0,5.0,5.0,275.0,30,1125,t,30,2022-04-05,5.0,f,2,0.17
8306,260172468,2019-05-06,within a few hours,1.0,0.96,f,6.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,8,2.0,4.0,5.0,271.0,1,999,t,18,2020-02-03,4.84,f,6,2.63
8307,13709789,2014-03-30,within a day,0.8,0.64,f,7.0,t,t,el Raval,Ciutat Vella,Entire home/apt,4,1.0,2.0,4.0,80.0,32,1125,t,29,2021-11-01,4.5,f,4,0.09
8308,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,el Fort Pienc,Eixample,Entire home/apt,2,1.0,1.0,1.0,148.0,1,1125,t,4,2020-03-05,4.58,t,20,1.33
8310,35936647,2015-06-16,within an hour,0.99,0.99,f,47.0,t,t,Sants,Sants-Montjuic,Entire home/apt,2,1.0,2.0,2.0,178.0,1,365,t,16,2020-02-18,4.92,t,43,0.6
8311,274419996,2019-07-08,within an hour,0.8,1.0,f,4.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Private room,2,1.0,1.0,2.0,241.0,1,1125,t,18,2021-10-20,5.0,t,4,0.04
8312,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,2,1.0,2.0,2.0,183.0,1,1125,t,7,2020-03-13,4.53,t,20,2.12
8313,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,3,1.0,1.0,1.0,201.0,1,1125,t,7,2020-03-04,4.82,t,20,1.71
8316,327366386,2020-01-14,within an hour,1.0,1.0,f,1.0,t,t,la Marina de Port,Sants-Montjuic,Private room,2,1.0,2.0,2.0,73.0,2,5,t,20,2023-03-02,4.67,f,1,2.38
8318,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,2.0,82.0,1,1125,t,1,2020-02-08,4.7,t,20,1.77
8320,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,el Fort Pienc,Eixample,Entire home/apt,4,1.0,1.0,1.0,70.0,1,1125,t,0,2020-02-06,4.62,t,20,1.76
8321,329942422,2020-01-22,within a few hours,0.9,0.67,f,2.0,t,t,Sant Andreu,Sant Andreu,Entire home/apt,4,1.0,1.0,3.0,100.0,4,1125,t,9,2020-02-27,4.72,f,1,0.68
8322,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,1.0,186.0,1,1125,t,8,2020-10-18,4.52,t,20,2.02
8323,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,1.0,172.0,1,1125,t,7,2020-03-03,4.68,t,20,1.47
8326,6964015,2013-06-17,within an hour,1.0,0.25,f,1.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,6,1.0,2.0,3.0,65.0,32,330,t,0,2020-03-31,5.0,f,1,0.02
8327,665793,2011-06-05,within an hour,1.0,0.99,f,17.0,t,t,Sant Antoni,Eixample,Entire home/apt,3,1.0,2.0,3.0,141.0,2,10,t,0,2020-02-16,4.43,t,10,2.29
8329,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,el Fort Pienc,Eixample,Entire home/apt,4,1.0,1.0,1.0,166.0,1,1125,t,10,2020-02-19,4.82,t,20,0.79
8330,2320210,2012-05-08,within an hour,1.0,0.99,f,96.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,7,2.5,3.0,5.0,381.0,1,1125,t,14,2020-02-16,4.63,t,45,1.13
8331,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,2.0,159.0,1,1125,t,6,2020-02-25,4.49,t,20,0.91
8332,2819397,2012-07-03,within an hour,1.0,1.0,f,81.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,2.0,300.0,28,365,t,6,2020-02-25,4.5,t,45,0.05
8333,82642287,2016-07-09,within a few hours,1.0,1.0,f,1.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,56.0,31,300,t,0,2023-08-07,5.0,f,1,1.0
8334,198421177,2018-06-27,within an hour,1.0,0.98,f,6.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,5,2.0,3.0,4.0,346.0,1,1125,t,5,2020-02-26,4.75,f,5,1.89
8337,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,el Fort Pienc,Eixample,Entire home/apt,4,1.0,1.0,1.0,130.0,1,1125,t,0,2020-02-22,4.68,t,20,1.69
8339,332277543,2020-01-31,within an hour,1.0,0.33,f,1.0,t,f,la Nova Esquerra de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,20.0,31,365,f,0,2022-03-29,4.68,f,1,2.11
8340,168091065,2018-01-16,within a few hours,0.9,0.74,t,33.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,2,1.0,1.0,1.0,68.0,31,120,t,0,2021-09-14,5.0,f,24,0.08
8341,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,3,1.0,2.0,2.0,162.0,1,1125,t,6,2020-02-25,4.51,t,20,1.05
8342,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,4,1.0,1.0,3.0,177.0,1,1125,t,30,2021-10-11,4.4,f,159,0.22
8345,23100117,2014-10-29,within a few hours,1.0,1.0,t,4.0,t,t,el Fort Pienc,Eixample,Entire home/apt,4,2.0,3.0,4.0,83.0,32,60,t,5,2021-06-01,4.88,f,1,0.29
8346,239550764,2019-01-28,within an hour,1.0,0.87,f,55.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,2.0,2.0,3.0,85.0,32,330,t,19,2022-08-29,4.5,f,25,0.32
8347,68522782,2016-04-23,within a day,0.6,0.46,f,3.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,3.0,65.0,32,1125,t,14,2020-03-27,4.88,f,3,0.19
8349,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,2.0,130.0,1,1125,t,4,2020-01-22,4.59,t,20,1.45
8351,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,5,1.0,1.0,1.0,190.0,1,1125,t,5,2020-03-12,4.8,t,20,2.43
8353,2819397,2012-07-03,within an hour,1.0,1.0,f,81.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,7,2.5,3.0,5.0,500.0,28,365,t,14,2020-04-30,5.0,t,45,0.02
8354,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,el Fort Pienc,Eixample,Entire home/apt,4,1.0,2.0,2.0,202.0,1,1125,t,3,2021-07-10,4.69,t,20,2.81
8355,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,1.0,82.0,1,1125,t,0,2020-03-23,4.86,t,20,1.16
8358,331083671,2020-01-27,within a few hours,1.0,0.92,f,1.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,7,2.0,4.0,6.0,211.0,3,1125,t,3,2021-07-30,4.75,f,1,2.81
8361,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,1.0,160.0,1,1125,t,4,2020-03-05,4.63,t,20,1.41
8364,2819397,2012-07-03,within an hour,1.0,1.0,f,81.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,2.0,300.0,28,1125,t,8,2020-02-27,5.0,t,45,0.05
8367,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,el Fort Pienc,Eixample,Entire home/apt,4,1.0,1.0,1.0,67.0,1,1125,t,4,2020-02-26,4.55,t,20,1.35
8368,10911051,2013-12-30,within an hour,0.95,0.99,f,18.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,6,2.0,3.0,5.0,75.0,31,1125,t,0,2021-04-30,4.86,t,8,0.24
8369,332907300,2020-02-02,within a few hours,0.9,0.86,t,1.0,t,t,el Raval,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,50.0,45,1125,t,25,2020-05-11,5.0,f,1,0.22
8371,327616183,2020-01-15,within an hour,1.0,0.99,f,23.0,t,t,el Fort Pienc,Eixample,Entire home/apt,4,1.0,1.0,1.0,187.0,1,1125,t,9,2020-03-07,4.75,t,20,2.09
8374,26193907,2015-01-16,within an hour,1.0,0.98,t,31.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,2.0,3.0,5.0,291.0,1,365,t,6,2020-03-01,4.87,t,8,1.45
8377,178760074,2018-03-16,within an hour,1.0,0.89,f,4.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.0,1.0,2.0,168.0,1,1125,t,29,2020-08-20,4.06,t,4,1.67
8379,26193907,2015-01-16,within an hour,1.0,0.98,t,31.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,4,2.0,2.0,3.0,238.0,1,365,t,3,2022-11-01,4.0,t,8,0.39
8380,178760074,2018-03-16,within an hour,1.0,0.89,f,4.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.0,1.0,1.0,168.0,1,1125,t,26,2020-02-14,4.27,t,4,4.06
8382,333092064,2020-02-03,within an hour,0.97,0.98,f,5.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,4,2.0,2.0,2.0,379.0,3,330,t,13,2020-03-01,4.85,f,5,1.45
8383,260172468,2019-05-06,within a few hours,1.0,0.96,f,6.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,10,4.0,5.0,5.0,296.0,1,999,t,12,2020-01-18,4.77,f,6,3.0
8384,26193907,2015-01-16,within an hour,1.0,0.98,t,31.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,2.0,3.0,5.0,284.0,1,365,t,9,2020-02-24,4.96,t,8,0.65
8385,26193907,2015-01-16,within an hour,1.0,0.98,t,31.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,2.0,3.0,5.0,291.0,1,365,t,8,2020-02-23,4.71,t,8,1.35
8386,26193907,2015-01-16,within an hour,1.0,0.98,t,31.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,4,1.0,2.0,3.0,295.0,1,365,t,19,2023-04-27,4.83,t,8,1.35
8387,43565515,2015-09-07,within an hour,0.97,0.97,t,38.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,2.0,2.0,3.0,182.0,1,1125,t,9,2022-07-02,5.0,f,36,0.28
8389,333092064,2020-02-03,within an hour,0.97,0.98,f,5.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,4,2.0,2.0,2.0,359.0,3,300,t,11,2020-03-01,4.68,f,5,1.33
8390,178208020,2018-03-13,within an hour,1.0,0.99,t,7.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,5,2.0,3.0,5.0,351.0,3,1125,t,1,2020-02-15,4.95,f,6,2.86
8391,285584271,2019-08-14,within an hour,1.0,1.0,f,8.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,1.0,1.0,1.0,179.0,1,365,t,3,2020-07-05,4.67,t,6,0.54
8394,24360600,2014-12-01,within an hour,1.0,1.0,t,10.0,t,t,la Dreta de l'Eixample,Eixample,Private room,1,2.0,1.0,1.0,137.0,32,1125,t,1,2020-07-12,4.56,t,5,0.23
8398,331334487,2020-01-28,within an hour,1.0,1.0,f,2.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.0,1.0,1.0,124.0,3,30,t,0,2020-03-10,5.0,f,2,0.21
8399,12617302,2014-02-26,within an hour,0.98,0.99,f,19.0,t,t,la Vila Olimpica del Poblenou,Sant Marti,Private room,2,1.5,1.0,1.0,50.0,2,1125,t,0,2020-02-07,4.58,f,13,0.83
8400,12617302,2014-02-26,within an hour,0.98,0.99,f,19.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Private room,2,1.5,1.0,2.0,50.0,2,1125,t,0,2020-02-08,4.32,f,13,0.87
8401,10704,2009-03-19,within an hour,0.84,0.95,f,64.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,7,3.5,4.0,5.0,650.0,3,1125,t,9,2020-12-28,4.85,t,34,3.57
8402,331334487,2020-01-28,within an hour,1.0,1.0,f,2.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.0,1.0,1.0,103.0,3,30,t,11,2021-06-23,4.8,f,2,0.19
8404,2819397,2012-07-03,within an hour,1.0,1.0,f,81.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,2.0,280.0,28,365,t,16,2022-04-29,5.0,t,45,0.12
8406,771458,2011-07-03,within an hour,1.0,1.0,f,33.0,t,t,Sant Antoni,Eixample,Private room,1,1.0,2.0,2.0,19.0,32,365,t,10,2022-10-17,5.0,f,14,0.18
8407,53807169,2016-01-08,within a few hours,0.9,0.98,f,2.0,t,t,Sant Antoni,Eixample,Entire home/apt,4,1.0,2.0,3.0,144.0,3,1125,t,2,2020-02-22,4.5,f,1,2.48
8408,8172100,2013-08-15,within a few hours,1.0,0.71,f,1.0,t,t,Sant Antoni,Eixample,Entire home/apt,2,1.0,1.0,1.0,145.0,28,1125,t,30,2020-08-10,4.8,f,1,0.27
8409,14957011,2014-05-01,within an hour,1.0,1.0,t,4.0,t,t,el Raval,Ciutat Vella,Private room,2,1.5,1.0,1.0,130.0,31,1125,t,5,2020-02-08,4.82,t,4,0.78
8414,14957011,2014-05-01,within an hour,1.0,1.0,t,4.0,t,t,el Raval,Ciutat Vella,Private room,2,1.5,1.0,1.0,130.0,31,1125,t,5,2022-02-21,4.97,t,4,1.6
8415,333682186,2020-02-05,within an hour,1.0,0.92,t,4.0,t,t,Vilapicina i la Torre Llobeta,Nou Barris,Entire home/apt,4,1.0,2.0,3.0,201.0,3,1125,t,3,2022-06-09,5.0,f,4,0.2
8416,1435464,2011-11-23,within an hour,0.96,0.98,f,32.0,t,t,les Corts,Les Corts,Entire home/apt,6,2.0,4.0,4.0,127.0,32,1125,t,0,2023-08-12,5.0,t,15,1.0
8417,37032072,2015-06-29,within an hour,1.0,0.84,f,19.0,t,t,el Turo de la Peira,Nou Barris,Private room,1,1.5,1.0,1.0,17.0,30,416,t,25,2021-07-12,4.67,f,11,0.11
8419,155203517,2017-10-19,within an hour,0.95,1.0,f,11.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,4,1.0,2.0,2.0,150.0,1,1125,t,1,2020-02-07,4.35,t,8,1.83
8420,333694747,2020-02-05,within a day,0.71,0.9,f,18.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,75.0,32,1125,t,6,2021-06-27,4.73,t,17,0.41
8421,1211618,2011-09-26,within an hour,1.0,1.0,t,3.0,t,t,el Raval,Ciutat Vella,Private room,3,1.5,2.0,2.0,112.0,31,1125,t,2,2020-02-29,4.9,t,2,4.5
8422,14957011,2014-05-01,within an hour,1.0,1.0,t,4.0,t,t,el Raval,Ciutat Vella,Private room,3,1.0,1.0,1.0,429.0,31,1125,t,29,2022-02-26,4.93,t,4,0.81
8423,32037490,2015-04-27,within an hour,0.99,1.0,f,242.0,t,t,Sant Antoni,Eixample,Entire home/apt,9,2.0,5.0,6.0,285.0,2,1125,t,10,2020-03-03,4.63,t,221,1.96
8424,329237362,2020-01-20,within an hour,1.0,1.0,f,8.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,6,1.0,2.0,4.0,216.0,2,90,t,10,2021-05-19,4.72,t,2,4.46
8426,207109766,2018-08-03,within an hour,1.0,1.0,f,16.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,4,1.0,1.0,2.0,161.0,3,1125,t,7,2020-02-25,4.74,t,9,1.77
8427,121825,2010-05-10,within an hour,0.86,0.95,f,21.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,4,2.0,2.0,3.0,277.0,1,30,t,6,2021-08-15,4.69,t,19,0.52
8428,68522782,2016-04-23,within a day,0.6,0.46,f,3.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.5,1.0,2.0,85.0,32,1125,t,9,2023-03-24,5.0,f,3,0.18
8429,333694747,2020-02-05,within a day,0.71,0.9,f,18.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,70.0,32,1125,t,4,2021-04-15,4.56,t,17,0.31
8430,59223335,2016-02-17,within an hour,1.0,1.0,f,8.0,t,t,el Poblenou,Sant Marti,Entire home/apt,4,2.0,2.0,2.0,58.0,92,335,t,4,2023-09-01,5.0,f,4,1.0
8431,12617302,2014-02-26,within an hour,0.98,0.99,f,19.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Private room,2,1.5,1.0,2.0,50.0,2,1125,t,0,2020-02-08,4.53,f,13,0.73
8434,333694747,2020-02-05,within a day,0.71,0.9,f,18.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,70.0,32,1125,t,14,2020-08-19,4.67,t,17,0.32
8435,112579772,2017-01-21,within an hour,1.0,1.0,f,1.0,t,t,Sant Marti de Provencals,Sant Marti,Entire home/apt,6,1.0,3.0,6.0,200.0,1,1125,t,18,2022-06-23,4.48,t,1,2.86
8436,149209395,2017-09-05,within an hour,1.0,0.99,f,134.0,t,t,Sant Antoni,Eixample,Entire home/apt,6,2.0,3.0,4.0,255.0,1,1125,t,8,2020-03-01,4.63,t,1,1.0
8437,2246766,2012-04-29,within an hour,1.0,0.53,f,7.0,t,t,el Besos i el Maresme,Sant Marti,Entire home/apt,5,1.0,3.0,3.0,59.0,7,1125,t,12,2020-06-07,4.33,f,2,0.15
8438,337472704,2020-02-19,within a few hours,1.0,1.0,t,2.0,t,t,la Vila Olimpica del Poblenou,Sant Marti,Private room,1,1.0,1.0,1.0,20.0,30,60,t,3,2020-04-18,4.94,f,2,1.62
8439,163775129,2017-12-23,within a few hours,1.0,0.9111027461716145,f,1.0,t,t,Vallcarca i els Penitents,Gracia,Private room,2,2.5,1.0,1.0,34.0,30,45,t,5,2022-06-12,5.0,f,1,0.07
8441,1310304,2011-10-19,within a day,0.95,0.52,f,144.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,4,1.0,1.0,2.0,37.0,32,330,t,0,2023-07-26,5.0,f,42,0.7
8442,1310304,2011-10-19,within a day,0.95,0.52,f,144.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,4,1.0,1.0,2.0,37.0,32,330,t,0,2023-03-31,5.0,f,42,0.38
8443,263406860,2019-05-22,within an hour,0.98,1.0,f,33.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,8,1.0,3.0,5.0,156.0,3,1125,t,3,2020-03-03,4.46,t,24,1.08
8444,263406860,2019-05-22,within an hour,0.98,1.0,f,33.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,8,2.0,3.0,5.0,185.0,3,1125,t,4,2020-03-05,4.47,t,24,2.11
8446,263406860,2019-05-22,within an hour,0.98,1.0,f,33.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,7,2.0,3.0,5.0,165.0,3,1125,t,21,2020-03-13,4.55,t,24,2.26
8447,1310304,2011-10-19,within a day,0.95,0.52,f,144.0,t,t,el Raval,Ciutat Vella,Entire home/apt,3,1.0,1.0,2.0,32.0,32,330,t,0,2021-09-25,5.0,f,42,0.04
8448,333355801,2020-02-04,within an hour,1.0,1.0,t,6.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Private room,2,1.0,1.0,1.0,154.0,1,30,t,9,2020-08-26,4.81,t,6,4.39
8449,1432835,2011-11-22,within an hour,0.99,0.99,f,41.0,t,t,Diagonal Mar i el Front Maritim del Poblenou,Sant Marti,Entire home/apt,5,2.0,3.0,2.0,271.0,5,1125,t,4,2021-02-14,4.71,f,38,0.99
8450,139702230,2017-07-10,within a few hours,1.0,0.76,t,3.0,t,t,el Poble Sec,Sants-Montjuic,Private room,3,1.0,1.0,1.0,19.0,31,465,t,0,2022-08-01,5.0,f,3,0.15
8451,178392708,2018-03-14,within an hour,1.0,0.94,f,41.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,3.0,235.0,3,1125,t,0,2021-08-15,4.2,f,24,0.2
8452,198334993,2018-06-27,within an hour,1.0,0.99,t,3.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,6,2.0,3.0,5.0,428.0,1,1125,t,4,2020-05-15,4.82,f,3,3.12
8453,265193861,2019-05-30,within an hour,0.92,0.98,f,160.0,t,t,el Poblenou,Sant Marti,Entire home/apt,3,1.0,2.0,3.0,74.0,32,360,t,10,2020-09-15,4.0,t,136,0.06
8454,139702230,2017-07-10,within a few hours,1.0,0.76,t,3.0,t,t,el Poble Sec,Sants-Montjuic,Private room,1,1.5,1.0,1.0,18.0,31,365,t,0,2021-05-02,4.73,f,3,0.38
8455,400154,2011-02-19,within an hour,1.0,0.97,f,10.0,t,t,el Clot,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,152.0,3,330,t,7,2021-06-30,4.71,f,9,2.07
8456,139702230,2017-07-10,within a few hours,1.0,0.76,t,3.0,t,t,el Raval,Ciutat Vella,Private room,1,1.0,1.0,1.0,16.0,31,365,t,0,2020-08-15,4.55,f,3,0.3
8457,15079522,2014-05-04,within a day,0.67,0.75,f,7.0,t,t,Sant Marti de Provencals,Sant Marti,Entire home/apt,1,1.0,2.0,2.0,55.0,32,150,t,0,2022-11-02,1.0,f,3,0.1
8458,400154,2011-02-19,within an hour,1.0,0.97,f,10.0,t,t,el Clot,Sant Marti,Entire home/apt,3,1.5,2.0,3.0,153.0,3,330,t,2,2020-12-12,4.85,f,9,1.65
8459,49896352,2015-11-25,within a few hours,0.95,0.87,f,11.0,t,t,el Guinardo,Horta-Guinardo,Private room,1,1.5,2.0,2.0,21.0,31,1125,t,0,2021-12-06,5.0,f,6,0.14
8460,2320210,2012-05-08,within an hour,1.0,0.99,f,96.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,3,2.0,2.0,2.0,200.0,32,365,t,7,2020-03-16,4.5,t,45,0.09
8461,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,4,1.0,1.0,3.0,177.0,1,1125,t,30,2021-11-05,4.0,f,159,0.04
8463,32037490,2015-04-27,within an hour,0.99,1.0,f,242.0,t,t,Sant Antoni,Eixample,Entire home/apt,4,1.0,2.0,2.0,232.0,2,1125,t,5,2020-03-02,4.59,t,221,2.66
8464,9667715,2013-10-27,within an hour,1.0,0.99,t,16.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.5,1.0,1.0,125.0,32,330,t,23,2022-08-26,5.0,f,7,0.24
8465,4954482,2013-02-03,within a few hours,1.0,0.29,f,3.0,t,t,el Camp de l'Arpa del Clot,Sant Marti,Entire home/apt,4,1.0,2.0,3.0,56.0,31,1125,t,0,2022-09-04,5.0,f,1,0.08
8466,131028869,2017-05-19,within an hour,0.96,1.0,t,7.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,5,1.0,2.0,3.0,283.0,1,365,t,3,2020-06-01,4.82,t,6,4.17
8468,64805231,2016-03-28,within an hour,1.0,0.97,f,30.0,t,t,Sants,Sants-Montjuic,Entire home/apt,5,2.0,4.0,4.0,100.0,32,1125,t,0,2022-08-15,4.67,t,27,0.23
8470,207109354,2018-08-03,within a few hours,1.0,0.85,f,3.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,6,2.0,3.0,4.0,130.0,31,500,t,0,2021-11-30,5.0,f,1,0.42
8473,32037490,2015-04-27,within an hour,0.99,1.0,f,242.0,t,t,Sant Antoni,Eixample,Entire home/apt,4,1.0,2.0,3.0,216.0,2,1125,t,9,2020-06-28,4.55,t,221,1.72
8475,86169336,2016-07-26,within a day,0.75,1.0,f,1.0,t,t,el Baix Guinardo,Horta-Guinardo,Entire home/apt,6,1.5,3.0,3.0,60.0,32,1125,t,4,2022-12-24,5.0,f,1,0.35
8479,1391607,2011-11-10,within a few hours,0.98,0.99,f,205.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,5,2.0,2.0,3.0,171.0,3,32,t,1,2022-02-18,4.25,f,136,3.39
8482,14435998,2014-04-18,within a few hours,1.0,1.0,f,4.0,t,t,el Clot,Sant Marti,Entire home/apt,2,1.0,1.0,1.0,45.0,31,320,t,0,2023-07-31,5.0,f,3,0.79
8483,336790045,2020-02-17,within an hour,1.0,0.47,f,7.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Shared room,4,1.5,4.0,4.0,300.0,1,1125,t,30,2022-08-07,4.0,f,2,0.53
8485,178392708,2018-03-14,within an hour,1.0,0.94,f,41.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,5,1.0,3.0,4.0,289.0,3,1125,t,0,2022-03-25,4.75,f,24,0.45
8486,338708682,2020-02-25,within an hour,1.0,1.0,f,1.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,5,1.0,3.0,4.0,172.0,2,1125,t,17,2021-05-16,4.22,t,1,1.64
